Index,Restaurant Name,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
4780,Amritsari Chaat Bhandar,New Delhi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4781,Bansal Foods,New Delhi,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
4782,Bhatia Chinese Food,New Delhi,"Chinese, South Indian, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4783,Break Fast Junction,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4784,Breakfast Hut,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4785,Buddy 's. Pizza,New Delhi,Pizza,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4786,Chai Garam,New Delhi,"Beverages, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4787,Deepu Fish & Chicken,New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
4788,deliKitchen,New Delhi,"North Indian, Chinese, South Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
4789,Dial A Cake,New Delhi,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
4790,Fuel Diet Cafe,New Delhi,Healthy Food,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4791,GO CHATZ With Breadz,New Delhi,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4792,Goldy Chat Bhandar,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4793,Green Chick Chop,New Delhi,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
4794,Hungry Heights,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
4795,Kebabish,New Delhi,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
4796,Khalsa Dhaba,New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4797,Khanna's Hot Pizza,New Delhi,Pizza,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4798,Lets Eat Veg,New Delhi,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
4799,Mitra Da Dhabha,New Delhi,"Mughlai, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4800,Murliwala Bakers,New Delhi,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4801,Panjabi Chic-Shoppe,New Delhi,"Raw Meats, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4802,Raj Petha Bhandar,New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4803,Ramlal Sweets,New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4804,Sanjha Chula Baba Da,New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4805,Sri Krishna,New Delhi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4806,Sugandh Corner,New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
4807,The Friends Cafe,New Delhi,"Chinese, Italian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4808,The Muffin Girl,New Delhi,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
4809,Rainbows,New Delhi,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,10
4810,The Nest,New Delhi,"Continental, Italian, North Indian",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,218
4811,Burger Head Quarter BHQ,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4812,Chez Jerome - Q Cafe,New Delhi,"Cafe, French",1500,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,1
4813,Mr. Billiken,New Delhi,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
4814,Mulligan Cafe,New Delhi,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4815,Naya Adda,New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4816,OCD - Online Cake Delivery,New Delhi,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4817,Puja Sandwich House,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4818,Ambersari Dhaba,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,44
4819,Arabian Knites,New Delhi,"Cafe, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,7
4820,Aryan's Rajasthani Pyaz Ki Kachori,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4
4821,Aviram's Chinese Kitchen,New Delhi,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,4
4822,Bhagwan Sweets,New Delhi,"Mithai, North Indian, Chinese, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
4823,Chawla,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,7
4824,Chinese Hut,New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,56
4825,Flavourz,New Delhi,Fast Food,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,6
4826,Lets Bake Love,New Delhi,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
4827,Mahadev Dhaba,New Delhi,North Indian,100,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,10
4828,Sethi's Food Corner,New Delhi,"Chinese, North Indian",550,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,40
4829,Sethi's Restaurant,New Delhi,"North Indian, Chinese, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,49
4830,Sindhi Kulfi,New Delhi,"Desserts, Ice Cream",100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
4831,Sri Kamakshi Vilas,New Delhi,"South Indian, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,9
4832,The Midnight Hub - C,New Delhi,"North Indian, Chinese, Fast Food",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,102
4833,Anand Ji,New Delhi,"North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,183
4834,Happy Hakka,New Delhi,"Chinese, Asian, Thai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,270
4835,Oberoi's,New Delhi,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,75
4836,Relax Restaurant,New Delhi,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good,116
4837,Al-Rihan,New Delhi,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4838,All Day 99,New Delhi,"North Indian, Chinese, South Indian",250,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
4839,Anna Dosa,New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
4840,Chick Chicken House,New Delhi,"Raw Meats, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
4841,Chicken King,New Delhi,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4842,Choco Kraft,New Delhi,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
4843,Cocoalicious Delights,New Delhi,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4844,FNV,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
4845,Food En Vouge,New Delhi,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,0
4846,Food Junction,New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4847,Gian Ji Punjabi Dhaba,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4848,Govinda,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4849,Intermission,New Delhi,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
4850,Karma Cafe & Lounge,New Delhi,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1
4851,Lotes Bakes,New Delhi,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,0
4852,New Anna Ka Dosa,New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
4853,New Sethi's,New Delhi,"Mughlai, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
4854,Punjab Sweets,New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
4855,Shri Ram Dhaba,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4856,Standard Punjabi Food,New Delhi,North Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
4857,Sunrise Bakery,New Delhi,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4858,Taste of Spice,New Delhi,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,0
4859,The Celiac Kitchen,New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
4860,Aggarwal Sweet Corner,New Delhi,"North Indian, Chinese, Street Food, Mithai",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,22
4861,Behrouz Biryani,New Delhi,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,32
4862,Biryani Blues,New Delhi,"Biryani, Hyderabadi",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.1,Orange,Average,8
4863,Burger King,New Delhi,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,45
4864,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,47
4865,Gopal (Sindhi) Restaurant,New Delhi,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,59
4866,Kabul Delhi,New Delhi,Afghani,550,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,39
4867,Khan Chacha,New Delhi,"Mughlai, North Indian",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,31
4868,Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,54
4869,Punjabi Jaika,New Delhi,"North Indian, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,40
4870,Rozy Restaurant,New Delhi,"North Indian, South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,50
4871,Taj Cafe,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,18
4872,Tewari Sweets,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,33
4873,The Burger Hut & Cake Shop,New Delhi,"Burger, Fast Food, Chinese, Bakery",300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,41
4874,Angel's Basket,New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,70
4875,Bikanervala,New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,269
4876,Haldiram's,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,472
4877,Moon of Taj,New Delhi,Desserts,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,21
4878,Tongue Thai'd,New Delhi,"Asian, Thai",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.7,Yellow,Good,57
4879,Udupi Sai Sarover,New Delhi,"North Indian, South Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,63
4880,Wagh Bakri Tea Lounge,New Delhi,Cafe,550,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,54
4881,K2 Multi Cuisine Restaurant,New Delhi,"North Indian, Mughlai, Nepalese, Tibetan, Korean",1000,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,2
4882,Tibet Kitchen,New Delhi,"Tibetan, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,515
4883,Baba Nagpal Corner,New Delhi,"North Indian, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,577
4884,Burger Street,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,32
4885,Dilli Zaika,New Delhi,"Fast Food, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,23
4886,Mughal Chic Inn,New Delhi,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,23
4887,Nutrition Theka,New Delhi,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,12
4888,Punjabi Chaap Corner,New Delhi,"North Indian, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,20
4889,Samosa Street,New Delhi,"Fast Food, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,7
4890,Shanu's Chicken Planet,New Delhi,"North Indian, Mughlai, Chinese, Italian",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11
4891,Shanu's Food Shop,New Delhi,"North Indian, Chinese, Fast Food",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,13
4892,Bigbee,New Delhi,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4893,Delhi 6 Cafe,New Delhi,"Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4894,Lala Ji Sweets,New Delhi,"Mithai, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4895,MK's Chinese Food,New Delhi,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4896,Nirvana The Divine Kitchen,New Delhi,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
4897,Preechen,New Delhi,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4898,Rahul Eggs,New Delhi,"Fast Food, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good,762
4899,7 Stick,New Delhi,"Pizza, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
4900,Aashirwad Restaurant,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,5
4901,Amar Bakery,New Delhi,"Fast Food, Mithai, Bakery",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
4902,Apni Rasoi,New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,24
4903,Baked Buns,New Delhi,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,18
4904,Banspi,New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,13
4905,Benchmark,New Delhi,"Chinese, Continental, Mexican",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,14
4906,Bobby Tikki Wala,New Delhi,Street Food,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,74
4907,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,18
4908,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,14
4909,Canteeno,New Delhi,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
4910,Chai Mantra,New Delhi,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
4911,Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9
4912,Chandni Chowk Parantha Corner,New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
4913,Chauhan Laxmi Sweets,New Delhi,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,11
4914,Chawla's The Cake Room,New Delhi,"Bakery, Fast Food, Beverages",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,17
4915,China Town,New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,11
4916,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,46
4917,Faasos,New Delhi,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,10
4918,Fast Trax,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,4
4919,Finger Licious,New Delhi,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,188
4920,Gulshan Pastry Shop,New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
4921,Handa's,New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,8
4922,Homely Delight,New Delhi,"Mughlai, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
4923,Jahangeer Foods,New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,64
4924,Kaleva,New Delhi,"North Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,61
4925,Laxmi Vaishno Dhaba,New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,13
4926,Little Pleasure Restaurant & Cafe,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,7
4927,Mauryan Multi Cuisine Restaurant,New Delhi,"North Indian, Chinese",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,31
4928,Mehta Food Junction,New Delhi,"North Indian, South Indian",300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,8
4929,Om Bikaner Wale,New Delhi,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
4930,Ovenstory Pizza,New Delhi,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,17
4931,Prasadam,New Delhi,"South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,34
4932,Priyanshi Fast Food,New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,29
4933,Punjabi Tadka,New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,21
4934,Pyaali,New Delhi,"Fast Food, Tea",200,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,7
4935,Ruby Dhaba,New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,25
4936,Shree Manakamna Fast Food,New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,31
4937,The Chinese Hut,New Delhi,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
4938,The Chinese Hut,New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,23
4939,The Chinese Kitchen,New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
4940,Twenty Four Seven,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13
4941,Vegie Kitchen,New Delhi,"Chinese, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
4942,Behrouz Biryani,New Delhi,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,22
4943,Burger King,New Delhi,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,66
4944,Mohit di Hatti,New Delhi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,70
4945,Play Pizza,New Delhi,"Italian, Pizza",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,270
4946,Sushiya Express,New Delhi,"Sushi, Asian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,40
4947,Tantrum Coffee Bar,New Delhi,"Cafe, Pizza",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,54
4948,Chawla's Tandoori Junction,New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
4949,Chennai Express Greens,New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4950,Omi Pizza,New Delhi,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4951,South Indian & Chinese Fast Food,New Delhi,"South Indian, Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4952,The Khoj Cafe Restaurent,New Delhi,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
4953,Bharat Chicken Inn,New Delhi,"Mughlai, Fast Food, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,41
4954,Nathu's Sweets,New Delhi,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor,121
4955,Wah Ji Wah,New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,120
4956,QD's Restaurant,New Delhi,"Chinese, North Indian, Fast Food, Italian",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,675
4957,Henri's Bar - Le Meridien,New Delhi,Finger Food,2000,Indian Rupees(Rs.),No,No,No,No,4,3.3,Orange,Average,20
4958,Le Belvedere - Le Meridien,New Delhi,Chinese,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,114
4959,Longitude - Le Meridien,New Delhi,Cafe,2000,Indian Rupees(Rs.),No,No,No,No,4,3.9,Yellow,Good,90
4960,Nero - Le Meridien,New Delhi,Finger Food,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,39
4961,The One - Le Meridien,New Delhi,Continental,4500,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Yellow,Good,273
4962,Eau De Monsoon - Le Meridien,New Delhi,"Continental, European, North Indian, French",4500,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,189
4963,Slounge - Lemon Tree Premier,New Delhi,North Indian,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,26
4964,Al Bake,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,66
4965,Al-Bawarchi,New Delhi,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,15
4966,Big Dragon,New Delhi,"Chinese, Thai",650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,81
4967,BTW,New Delhi,"North Indian, Street Food, South Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,205
4968,Capital Curry,New Delhi,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,54
4969,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,81
4970,Ekta's Kitchen,New Delhi,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,67
4971,Gopal's,New Delhi,"Ice Cream, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
4972,Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,72
4973,Open Oven,New Delhi,"Bakery, Desserts, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,51
4974,Relax Xpress,New Delhi,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,75
4975,Roll Club,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,27
4976,SM Gopal Ice Cream & Cakes,New Delhi,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
4977,Bangla Sweet Corner,New Delhi,"Chinese, North Indian, Mithai, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,32
4978,Chinois,New Delhi,Asian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,7
4979,Dawat,New Delhi,"North Indian, Chinese, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,49
4980,Establishment Ristorante,New Delhi,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12
